Times (s),Voltage (Volts)
0.000000,2.504206 
0.033333,2.503555 
0.066667,2.502904 
0.100000,2.504531 
0.133333,2.505182 
0.166667,2.505182 
0.200000,2.503880 
0.233333,2.504531 
0.266667,2.503880 
0.300000,2.504206 
0.333333,2.501276 
0.366667,2.502904 
0.400000,2.504531 
0.433333,2.504857 
0.466667,2.502578 
0.500000,2.504531 
0.533333,2.503229 
0.566667,2.501602 
0.600000,2.504206 
0.633333,2.504531 
0.666667,2.502253 
0.700000,2.505182 
0.733333,2.503880 
0.766667,2.503229 
0.800000,2.503229 
0.833333,2.503880 
0.866667,2.501602 
0.900000,2.502904 
0.933333,2.503555 
0.966667,2.503229 
1.000000,2.503229 
1.033333,2.502578 
1.066667,2.503555 
1.100000,2.504206 
1.133333,2.503880 
1.166667,2.504857 
1.200000,2.504857 
1.233333,2.503555 
1.266667,2.504857 
1.300000,2.505182 
1.333333,2.502904 
1.366667,2.501276 
1.400000,2.502253 
1.433333,2.503880 
1.466667,2.501602 
1.500000,2.504857 
1.533333,2.502904 
1.566667,2.503555 
1.600000,2.503880 
1.633333,2.506484 
1.666667,2.503880 
1.700000,2.503229 
1.733333,2.504206 
1.766666,2.504857 
1.800000,2.504206 
1.833333,2.504857 
1.866666,2.503229 
1.900000,2.503880 
1.933333,2.502904 
1.966666,2.503555 
2.000000,2.501276 
2.033333,2.502578 
2.066666,2.503880 
2.100000,2.503229 
2.133333,2.502578 
2.166666,2.505182 
2.200000,2.505182 
2.233333,2.500300 
2.266666,2.505182 
2.300000,2.503880 
2.333333,2.501927 
2.366666,2.504531 
2.400000,2.504531 
2.433333,2.506484 
2.466666,2.502904 
2.500000,2.504531 
2.533333,2.504206 
2.566666,2.503880 
2.600000,2.502253 
2.633333,2.503229 
2.666666,2.503229 
2.700000,2.504206 
2.733333,2.503229 
2.766666,2.502578 
2.800000,2.504531 
2.833333,2.502578 
2.866666,2.503555 
2.900000,2.503880 
2.933333,2.503555 
2.966666,2.503880 
3.000000,2.503229 
3.033333,2.506484 
3.066666,2.502904 
3.100000,2.504206 
3.133333,2.503880 
3.166666,2.502253 
3.200000,2.504857 
3.233333,2.504531 
3.266666,2.504531 
3.300000,2.504206 
3.333333,2.503880 
3.366666,2.503229 
3.400000,2.503229 
3.433333,2.505182 
3.466666,2.503555 
3.500000,2.503880 
3.533333,2.503229 
3.566666,2.503880 
3.600000,2.504857 
3.633333,2.502904 
3.666666,2.503555 
3.700000,2.503880 
3.733333,2.503555 
3.766666,2.505182 
3.800000,2.502578 
3.833333,2.503229 
3.866666,2.505182 
3.900000,2.501276 
3.933333,2.503880 
3.966666,2.504857 
4.000000,2.503880 
4.033333,2.503555 
4.066666,2.502904 
4.100000,2.503229 
4.133333,2.502904 
4.166666,2.503555 
4.200000,2.502904 
4.233333,2.503880 
4.266666,2.504531 
4.300000,2.501276 
4.333333,2.504531 
4.366666,2.503555 
4.400000,2.503880 
4.433333,2.503880 
4.466666,2.502253 
4.500000,2.503880 
4.533333,2.502904 
4.566666,2.505508 
4.600000,2.504857 
4.633333,2.505182 
4.666666,2.502253 
4.700000,2.503555 
4.733333,2.504857 
4.766666,2.502253 
4.800000,2.503880 
4.833333,2.503880 
4.866666,2.502904 
4.900000,2.504857 
4.933333,2.505508 
4.966666,2.502904 
5.000000,2.504531 
5.033333,2.504857 
5.066666,2.504206 
5.099999,2.504857 
5.133333,2.504531 
5.166666,2.503555 
5.199999,2.504206 
5.233333,2.502904 
5.266666,2.503555 
5.299999,2.502253 
5.333333,2.501602 
5.366666,2.502904 
5.399999,2.505182 
5.433333,2.502253 
5.466666,2.505182 
5.499999,2.503555 
5.533333,2.504206 
5.566666,2.503880 
5.599999,2.503880 
5.633333,2.501276 
5.666666,2.503880 
5.699999,2.504857 
5.733333,2.505833 
5.766666,2.502578 
5.799999,2.503229 
5.833333,2.503880 
5.866666,2.503555 
5.899999,2.504857 
5.933333,2.505182 
5.966666,2.503555 
5.999999,2.503880 
6.033333,2.503880 
6.066666,2.503880 
6.099999,2.504531 
6.133333,2.502904 
6.166666,2.503880 
6.199999,2.504206 
6.233333,2.503555 
6.266666,2.504857 
6.299999,2.503880 
6.333333,2.504857 
6.366666,2.502578 
6.399999,2.505833 
6.433333,2.503555 
6.466666,2.504531 
6.499999,2.504531 
6.533333,2.503880 
6.566666,2.501927 
6.599999,2.505182 
6.633333,2.503229 
6.666666,2.503880 
6.699999,2.501276 
6.733333,2.503555 
6.766666,2.503229 
6.799999,2.503880 
6.833333,2.501602 
6.866666,2.504206 
6.899999,2.503555 
6.933333,2.502578 
6.966666,2.501276 
6.999999,2.501276 
7.033333,2.503229 
7.066666,2.502578 
7.099999,2.504531 
7.133333,2.501927 
7.166666,2.504531 
7.199999,2.502904 
7.233333,2.504857 
7.266666,2.505182 
7.299999,2.504206 
7.333333,2.503229 
7.366666,2.502253 
7.399999,2.502578 
7.433333,2.503880 
7.466666,2.503555 
7.499999,2.503880 
7.533333,2.503880 
7.566666,2.503229 
7.599999,2.503880 
7.633333,2.503880 
7.666666,2.505508 
7.699999,2.504206 
7.733333,2.503880 
7.766666,2.503229 
7.799999,2.503555 
7.833333,2.503229 
7.866666,2.504531 
7.899999,2.503880 
7.933333,2.503880 
7.966666,2.499974 
7.999999,2.504531 
8.033333,2.504857 
8.066666,2.504857 
8.099999,2.504531 
8.133333,2.505182 
8.166666,2.505182 
8.199999,2.505508 
8.233333,2.502904 
8.266666,2.503555 
8.299999,2.505508 
8.333333,2.504531 
8.366666,2.504857 
8.399999,2.503880 
8.433332,2.505182 
8.466666,2.502904 
8.499999,2.504857 
8.533332,2.502904 
8.566666,2.504857 
8.599999,2.505182 
8.633332,2.501927 
8.666666,2.503880 
8.699999,2.503880 
8.733332,2.504206 
8.766666,2.503880 
8.799999,2.504857 
8.833332,2.503229 
8.866666,2.502904 
8.899999,2.502904 
8.933332,2.503229 
8.966666,2.503555 
8.999999,2.504531 
9.033332,2.503555 
9.066666,2.503229 
9.099999,2.503229 
9.133332,2.503229 
9.166666,2.505182 
9.199999,2.504531 
9.233332,2.503229 
9.266666,2.505508 
9.299999,2.503880 
9.333332,2.504531 
9.366666,2.503555 
9.399999,2.504206 
9.433332,2.502904 
9.466666,2.503880 
9.499999,2.502253 
9.533332,2.503555 
9.566666,2.501602 
9.599999,2.501602 
9.633332,2.501602 
9.666666,2.500300 
9.699999,2.503880 
9.733332,2.506484 
9.766666,2.502253 
9.799999,2.502578 
9.833332,2.503880 
9.866666,2.504857 
9.899999,2.503880 
9.933332,2.503880 
9.966666,2.503880 
9.999999,2.503880 
10.033332,2.501276 
10.066666,2.504206 
10.099999,2.504531 
10.133332,2.504531 
10.166666,2.504206 
10.199999,2.503555 
10.233332,2.501602 
10.266666,2.503229 
10.299999,2.504206 
10.333332,2.503880 
10.366666,2.504531 
10.399999,2.503229 
10.433332,2.503555 
10.466666,2.502578 
10.499999,2.503555 
10.533332,2.503555 
10.566666,2.504857 
10.599999,2.501276 
10.633332,2.502904 
10.666666,2.502904 
10.699999,2.503555 
10.733332,2.503880 
10.766666,2.502578 
10.799999,2.501927 
10.833332,2.505182 
10.866666,2.504531 
10.899999,2.503880 
10.933332,2.503880 
10.966666,2.502904 
10.999999,2.502904 
11.033332,2.504857 
11.066666,2.505508 
11.099999,2.503555 
11.133332,2.504531 
11.166666,2.503880 
11.199999,2.503555 
11.233332,2.503880 
11.266666,2.503555 
11.299999,2.503555 
11.333332,2.505182 
11.366666,2.500625 
11.399999,2.503880 
11.433332,2.502578 
11.466666,2.504531 
11.499999,2.505182 
11.533332,2.503555 
11.566666,2.500300 
11.599999,2.503880 
11.633332,2.502904 
11.666666,2.503555 
11.699999,2.505182 
11.733332,2.503229 
11.766665,2.503555 
11.799999,2.503880 
11.833332,2.503880 
11.866665,2.503229 
11.899999,2.502904 
11.933332,2.501927 
11.966665,2.504531 
11.999999,2.502904 
12.033332,2.501927 
12.066665,2.504857 
12.099999,2.502578 
12.133332,2.502253 
12.166665,2.503555 
12.199999,2.504206 
12.233332,2.504531 
12.266665,2.503880 
12.299999,2.503880 
12.333332,2.502578 
12.366665,2.504206 
12.399999,2.502253 
12.433332,2.503880 
12.466665,2.504206 
12.499999,2.501276 
12.533332,2.503555 
12.566665,2.503555 
12.599999,2.503555 
12.633332,2.505182 
12.666665,2.502253 
12.699999,2.504531 
12.733332,2.504531 
12.766665,2.503880 
12.799999,2.505833 
12.833332,2.503880 
12.866665,2.504857 
12.899999,2.504531 
12.933332,2.503880 
12.966665,2.504206 
12.999999,2.503229 
13.033332,2.502578 
13.066665,2.503555 
13.099999,2.503229 
13.133332,2.504857 
13.166665,2.503880 
13.199999,2.501276 
13.233332,2.501276 
13.266665,2.502578 
13.299999,2.503880 
13.333332,2.504857 
13.366665,2.503555 
13.399999,2.503880 
13.433332,2.503880 
13.466665,2.503880 
13.499999,2.503229 
13.533332,2.502578 
13.566665,2.505182 
13.599999,2.503229 
13.633332,2.498673 
13.666665,2.502904 
13.699999,2.503555 
13.733332,2.503880 
13.766665,2.503229 
13.799999,2.502578 
13.833332,2.502904 
13.866665,2.503880 
13.899999,2.504857 
13.933332,2.503880 
13.966665,2.503880 
13.999999,2.502904 
14.033332,2.503880 
14.066665,2.504857 
14.099999,2.503229 
14.133332,2.502904 
14.166665,2.503229 
14.199999,2.502578 
14.233332,2.504531 
14.266665,2.502578 
14.299999,2.503555 
14.333332,2.502904 
14.366665,2.503229 
14.399999,2.503555 
14.433332,2.504206 
14.466665,2.502904 
14.499999,2.503229 
14.533332,2.503229 
14.566665,2.502904 
14.599999,2.503880 
14.633332,2.503229 
14.666665,2.504857 
14.699999,2.504206 
14.733332,2.503880 
14.766665,2.502253 
14.799999,2.504857 
14.833332,2.502578 
14.866665,2.500625 
14.899999,2.501927 
14.933332,2.504206 
14.966665,2.505182 
14.999999,2.504206 
15.033332,2.502904 
15.066665,2.503229 
15.099998,2.503555 
15.133332,2.504857 
15.166665,2.504531 
15.199998,2.501927 
15.233332,2.504531 
15.266665,2.503880 
15.299998,2.505182 
15.333332,2.503229 
15.366665,2.503229 
15.399998,2.503229 
15.433332,2.503555 
15.466665,2.504206 
15.499998,2.503555 
15.533332,2.504857 
15.566665,2.503555 
15.599998,2.503880 
15.633332,2.503880 
15.666665,2.500951 
15.699998,2.505508 
15.733332,2.504531 
15.766665,2.502578 
15.799998,2.505182 
15.833332,2.505182 
15.866665,2.505508 
15.899998,2.503229 
15.933332,2.503880 
15.966665,2.503555 
15.999998,2.503880 
16.033332,2.504531 
16.066665,2.504857 
16.099998,2.503880 
16.133332,2.504206 
16.166665,2.501927 
16.199998,2.504206 
16.233332,2.504531 
16.266665,2.502904 
16.299998,2.503880 
16.333332,2.504857 
16.366665,2.503880 
16.399998,2.502904 
16.433332,2.505182 
16.466665,2.500625 
16.499998,2.505508 
16.533332,2.503880 
16.566665,2.504206 
16.599998,2.503880 
16.633332,2.505182 
16.666665,2.504531 
16.699998,2.504857 
16.733332,2.500951 
16.766665,2.503880 
16.799998,2.504206 
16.833332,2.502578 
16.866665,2.503880 
16.899998,2.503880 
16.933332,2.501602 
16.966665,2.501602 
16.999998,2.503880 
17.033332,2.504531 
17.066665,2.504857 
17.099998,2.503880 
17.133332,2.505182 
17.166665,2.503880 
17.199998,2.503555 
17.233332,2.503880 
17.266665,2.504206 
17.299998,2.502578 
17.333332,2.504531 
17.366665,2.503880 
17.399998,2.504206 
17.433332,2.503880 
17.466665,2.503555 
17.499998,2.503880 
17.533332,2.503229 
17.566665,2.504206 
17.599998,2.503880 
17.633332,2.502578 
17.666665,2.504857 
17.699998,2.504206 
17.733332,2.504531 
17.766665,2.502253 
17.799998,2.504206 
17.833332,2.502253 
17.866665,2.502904 
17.899998,2.502904 
17.933332,2.505508 
17.966665,2.504531 
17.999998,2.504206 
18.033332,2.502578 
18.066665,2.503229 
18.099998,2.503229 
18.133332,2.505182 
18.166665,2.502904 
18.199998,2.503880 
18.233332,2.503555 
18.266665,2.504206 
18.299998,2.502253 
18.333331,2.504857 
18.366665,2.505182 
18.399998,2.500625 
18.433331,2.502253 
18.466665,2.505182 
18.499998,2.505182 
18.533331,2.503229 
18.566665,2.503229 
18.599998,2.502253 
18.633331,2.503229 
18.666665,2.503555 
18.699998,2.501276 
18.733331,2.503880 
18.766665,2.505833 
18.799998,2.504531 
18.833331,2.503229 
18.866665,2.506484 
18.899998,2.503229 
18.933331,2.504206 
18.966665,2.504206 
18.999998,2.502904 
19.033331,2.504857 
19.066665,2.505508 
19.099998,2.501927 
19.133331,2.502578 
19.166665,2.503229 
19.199998,2.503880 
19.233331,2.502904 
19.266665,2.505182 
19.299998,2.504857 
19.333331,2.503880 
19.366665,2.502578 
19.399998,2.503229 
19.433331,2.502904 
19.466665,2.502578 
19.499998,2.503880 
19.533331,2.501927 
19.566665,2.500625 
19.599998,2.503880 
19.633331,2.503229 
19.666665,2.503555 
19.699998,2.503229 
19.733331,2.502253 
19.766665,2.502904 
19.799998,2.503880 
19.833331,2.506158 
19.866665,2.503229 
19.899998,2.503555 
19.933331,2.504206 
19.966665,2.504857 
